state,source,window_from,window_to,license,event,name,city,last_status,issued,detail,relicense_of,nonresident,chain
TX,tx-pharmacy-sites,2026-09-19,2026-09-25,32596,disappear,CLINIC PHARMACY,BRACKETTVILLE,Active,2019-04-19,last_status=Active,,,other
TX,tx-pharmacy-sites,2026-09-19,2026-09-25,36283,appear,CHRISTUS HEALTH-CANCER CENTER,LONGVIEW,,2026-09-22,issued=2026-09-22,,,other
TX,tx-pharmacy-sites,2026-09-19,2026-09-25,36284,appear,RECOVER RX,IRVING,,2026-09-22,issued=2026-09-22,,,other
TX,tx-pharmacy-sites,2026-09-19,2026-09-25,36285,appear,ELDRIDGE ER,HOUSTON,,2026-09-22,issued=2026-09-22,,,other
TX,tx-pharmacy-sites,2026-09-19,2026-09-25,36286,appear,NRH PROCEDURE AND ACCESS CENTER,MESQUITE,,2026-09-22,issued=2026-09-22,,,other
TX,tx-pharmacy-sites,2026-09-19,2026-09-25,35441,status_change,SMITH PHARMACY,LITTLE CHUTE,,2024-08-06,Delinquent -> Active,,Y,other
OH,pharm-oh,2026-09-19,2026-09-26,0242000859,disappear,NAUTILUS PHARMACY SERVICES LLC.,Nashville,Active,2025-03-04,last_status=Active,,Y,other
OH,pharm-oh,2026-09-19,2026-09-26,0232000657,appear,"Ohio CVS Stores, L.L.C.",Lima,,2026-09-22,issued=2026-09-22,,,chain
OH,pharm-oh,2026-09-19,2026-09-26,0232000658,appear,Ohio Charitable Community Pharmacies,LIMA,,2026-09-22,issued=2026-09-22,,,other
OH,pharm-oh,2026-09-19,2026-09-26,0232000659,appear,PAM Health of South Point LLC,South Point,,2026-09-24,issued=2026-09-24,,,other
OH,pharm-oh,2026-09-19,2026-09-26,0242001131,appear,Apostrophe Pharmacy LLC,Mesa,,2026-09-22,issued=2026-09-22,,Y,other
OH,pharm-oh,2026-09-19,2026-09-26,0242001132,appear,"Reeva LTC, LLC",West Valley City,,2026-09-23,issued=2026-09-23,,Y,other
OH,pharm-oh,2026-09-19,2026-09-26,0242001133,appear,WILLIAM BEE RIRIE Retail Pharmacy,Ely,,2026-09-23,issued=2026-09-23,,Y,other
OH,pharm-oh,2026-09-19,2026-09-26,0242001134,appear,"West Egg Pharmacy, LLC",Phoenix,,2026-09-23,issued=2026-09-23,,Y,other
OH,pharm-oh,2026-09-19,2026-09-26,0242001135,appear,Pharmacy4Humanity,Fort Lauderdale,,2026-09-23,issued=2026-09-23,,Y,other
OH,pharm-oh,2026-09-19,2026-09-26,0242001136,appear,"Canyon Pharmaceutical, LLC",Provo,,2026-09-23,issued=2026-09-23,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054023558,disappear,OPTUM PHARMACY 801 INC,PHOENIX,ACTIVE,2026-09-17,last_status=ACTIVE,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023534,appear,"PHARMCARE USA OF ST. LOUIS, LLC",ST LOUIS,,2026-09-24,issued=2026-09-24,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054023554,appear,OPTUM PHARMACY 701 LLC,WOODINVILLE,,2026-09-21,issued=2026-09-21,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023559,appear,OPTUM PHARMACY 701 LLC,CHARLOTTE,,2026-09-21,issued=2026-09-21,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023564,appear,OPTUM INFUSION SERVICES 308 LLC,CHANDLER,,2026-09-18,issued=2026-09-18,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023565,appear,OPTUM PHARMACY 705 LLC,BIRMINGHAM,,2026-09-18,issued=2026-09-18,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023566,appear,OPTUM PHARMACY 705 LLC,COLUMBUS,,2026-09-18,issued=2026-09-18,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023569,appear,OPTUM PHARMACY 700 LLC,PINE BROOK,,2026-09-21,issued=2026-09-21,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023570,appear,OPTUMRX INC,OVERLAND PARK,,2026-09-18,issued=2026-09-18,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054023577,appear,OPTUM PHARMACY 705 LLC,FRANKLIN,,2026-09-18,issued=2026-09-18,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023578,appear,OPTUM PHARMACY 700 LLC,OVIEDO,,2026-09-21,issued=2026-09-21,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023615,appear,"ASPN PHARMACIES 3, LLC",SCOTTSDALE,,2026-09-24,issued=2026-09-24,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054016041,status_change,OPTUMRX INC,OVERLAND PARK,,2006-09-13,ACTIVE -> CHANGE OF OWNERSHIP,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054017600,status_change,OPTUM PHARMACY 705 LLC,BIRMINGHAM,,2012-01-31,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
