state,source,window_from,window_to,license,event,name,city,last_status,issued,detail,relicense_of,nonresident,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,35101,disappear,OHC PHARMACY,HOUSTON,Active,2023-12-13,last_status=Active,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,35464,disappear,MESILLA VALLEY PHARMACY & CONSULTING,LAS CRUCES,Active,2024-08-20,last_status=Active,,Y,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,35965,disappear,TOTAL POINT ER PANTEGO LLC,ARLINGTON,Active,2025-12-15,last_status=Active,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,5266,disappear,"PAVILION PHARMACY, INC.",HOUSTON,Active,,last_status=Active,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,36269,appear,HEB PHARMACY #823,MONTGOMERY,,2026-08-31,issued=2026-08-31,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,36270,appear,MEDFLOW PHARMACY,BROWNFIELD,,2026-09-01,issued=2026-09-01,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,36271,appear,SAN ANTONIO FERTILITY SURGERY CENTER,SAN ANTONIO,,2026-09-01,issued=2026-09-01,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,36272,appear,CENTRAL TEXAS RHEUMATOLOGY ASSOCIATES PHARMACY,ROUND ROCK,,2026-09-01,issued=2026-09-01,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,36273,appear,ARLINGTON ER,ARLINGTON,,2026-09-04,issued=2026-09-04,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,10666,status_change,WALGREENS #07251,HOUSTON,,1984-08-13,Active -> Probation,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,15078,status_change,EASTSIDE COMMUNITY CLINIC,NACOGDOCHES,,1992-08-20,Active -> Delinquent,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,19541,status_change,SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,PASADENA,,1999-04-23,Active -> Revocation,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,20495,status_change,MEMORIAL HERMANN HEALTH CTRS FOR SCHOOLS - BURBANK CLINIC,HOUSTON,,2000-07-27,Delinquent -> Active,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,21301,status_change,WALGREENS #06857,HOUSTON,,2001-10-10,Probation -> Active,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,24691,status_change,CVS/PHARMACY #3292,WYLIE,,2006-01-24,Probation -> Active,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,24780,status_change,CVS/PHARMACY #7829,SAN ANTONIO,,2006-01-25,Probation -> Active,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,25009,status_change,CVS/PHARMACY #5839,CYPRESS,,2006-04-11,Probation -> Active,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,25180,status_change,MESQUITE SPECIALTY HOSPITAL,MESQUITE,,2006-08-09,Active -> Delinquent,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,26943,status_change,CVS/PHARMACY #1037,BASTROP,,2010-05-28,Probation -> Active,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,27054,status_change,CARE RETAIL AND COMPOUNDING,SHENANDOAH,,2010-08-05,Active -> Delinquent,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,28216,status_change,CVS/PHARMACY #10140,THE WOODLANDS,,2012-08-29,Active -> Probation,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,32201,status_change,CANCER CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,,2018-08-09,Active -> Delinquent,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,32767,status_change,IMPERIAL PHARMACY,SUGAR LAND,,2019-07-30,Probation -> Active,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,32980,status_change,CVS/ PHARMACY #10879,FORT WORTH,,2019-11-07,Active -> Probation,,,chain
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,33153,name_change,"COREXA PHARMACY, LLC",LAKELAND,,2020-02-26,"WELLGISTICS PHARMACY, LLC -> COREXA PHARMACY, LLC",,Y,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,33360,status_change,STERLING PHARMACY,RUSTON,,2020-08-06,Active -> Delinquent,,Y,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,33645,status_change,TEXAS PARTNERS CENTER,DENTON,,2021-02-04,Active -> Revocation,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,33804,status_change,FLASHFILL PHARMACY,HUMBLE,,2021-06-01,Active -> Revocation,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,34585,status_change,STRIVE PHARMACY TEXAS LLC,SAN ANTONIO,,2023-01-18,Active -> Probation,,,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,35441,status_change,SMITH PHARMACY,LITTLE CHUTE,,2024-08-06,Active -> Delinquent,,Y,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,35447,status_change,TIB PHARMACY INC,NEWARK,,2024-08-08,Active -> Delinquent,,Y,other
TX,tx-pharmacy-sites,2026-08-29,2026-09-05,35457,status_change,GO MD PHARMACY LLC,MEMPHIS,,2024-08-16,Active -> Delinquent,,Y,other
OH,pharm-oh,2026-08-29,2026-09-05,0242000240,disappear,DIVVYMED LLC DBA DIVVYDOSE,Moline,Active,2020-10-19,last_status=Active,,Y,other
OH,pharm-oh,2026-08-29,2026-09-05,0244000069,disappear,"divvyMED, LLC",Coralville,Active,2025-04-21,last_status=Active,,Y,other
OH,pharm-oh,2026-08-29,2026-09-05,0232000654,appear,The Kroger Co.,Delaware,,2026-08-31,issued=2026-08-31,,,chain
OH,pharm-oh,2026-08-29,2026-09-05,0234000050,appear,Cinnamon Pharmacy LLC,Dublin,,2026-08-31,issued=2026-08-31,,,other
OH,pharm-oh,2026-08-29,2026-09-05,0242001125,appear,1Family 1Health Pharmacy Inc,Miami,,2026-09-02,issued=2026-09-02,,Y,other
OH,pharm-oh,2026-08-29,2026-09-05,0234000034,name_change,The Kroger Co.,Westerville,,2024-06-24,The Kroger Co -> The Kroger Co.,,,chain
IL,pharm-il,2026-08-29,2026-09-05,054023470,appear,FIDELIS HEALTH GROUP LLC,ARCADIA,,2026-09-03,issued=2026-09-03,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054023535,appear,CACHE VALLEY PHARMACARE LLC,LOGAN,,2026-09-01,issued=2026-09-01,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054017408,status_change,MEDISTAR HEALTHCARE CONNECTIONS CORP,PHOENIX,,2010-03-23,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054017973,status_change,CURANT HEALTH GEORGIA LLC,SMYRNA,,2013-05-01,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054018482,status_change,ITHRIVE HEALTH LLC,BETHESDA,,2014-02-06,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054018705,status_change,SONEXUS HEALTH PHARMACY SERVICES LLC,LEWISVILLE,,2014-07-03,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054019068,name_change,WALGREEN CO.,ST. CHARLES,,2015-03-04,WALGREEN CO -> WALGREEN CO.,,,chain
IL,pharm-il,2026-08-29,2026-09-05,054019414,status_change,IHC HEALTH SERVICES INC,MIDVALE,,2015-05-21,NOT RENEWED -> ACTIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054019796,status_change,ORLRX LLC,CASSELBERRY,,2016-01-04,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054020173,status_change,WALGREEN CO,WAUKEGAN,,2017-01-05,ACTIVE -> CLOSED,,,chain
IL,pharm-il,2026-08-29,2026-09-05,054020338,status_change,SPECIALTY CARE RX LLC,MEMPHIS,,2017-03-22,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054020398,status_change,"FERTILITY PHARMACY OF AMERICA, LP",NASHVILLE,,2017-04-21,NOT RENEWED -> CLOSED,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054020417,status_change,"SUN PRAIRIE HOMETOWN PHARMACY, LLC",SUN PRAIRIE,,2017-06-21,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054020507,status_change,"PHARMACY ACQUISITION COMPANY, LLC",PORTLAND,,2018-05-07,NOT RENEWED -> ACTIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054021322,status_change,"SORTPAK RX, INC.",GLENDALE,,2019-07-26,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054021360,status_change,CUCO GROUP LLC,SCOTTSDALE,,2019-08-06,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054021397,status_change,CORE PHARMACY LLC,VALLEY VIEW,,2019-10-25,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054021558,status_change,RAINA RX LLC,NEWBURGH,,2020-08-26,ACTIVE -> INOPERATIVE,,Y,other
IL,pharm-il,2026-08-29,2026-09-05,054021657,status_change,CORUM HEALTH SERVICES INC,CHESTERFIELD,,2020-09-17,ACTIVE -> INOPERATIVE,,Y,other
